30.04.2020,11:58:00,0,00:00.0,01:00.0,0,0
30.04.2020,11:59:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:00:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:01:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:02:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:03:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:04:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:05:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:06:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:07:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:08:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:09:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:10:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:11:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:12:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:13:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:14:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:15:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:16:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:17:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:18:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:19:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:20:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:21:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:22:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:23:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:24:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:25:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:26:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:27:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:28:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:29:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:30:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:31:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:32:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:33:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:34:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:35:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:36:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:37:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:38:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:39:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:40:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:41:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:42:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:43:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:44:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:45:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:46:00,6,00:00.0,01:00.0,0,0
30.04.2020,12:47:00,8,00:00.0,01:00.0,0,0
30.04.2020,12:48:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:49:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:50:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:51:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:52:00,2,00:01.0,00:59.0,0,1
30.04.2020,12:53:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:54:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:55:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:56:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:57:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:58:00,0,00:00.0,01:00.0,0,0
30.04.2020,12:59:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:00:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:01:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:02:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:03:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:04:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:05:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:06:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:07:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:08:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:09:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:10:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:11:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:12:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:13:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:14:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:15:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:16:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:17:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:18:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:19:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:20:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:21:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:22:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:23:00,0,00:00.0,01:00.0,0,0
30.04.2020,13:24:00,9,00:06.0,00:54.0,0,0
30.04.2020,13:25:00,3,01:00.0,00:00.0,0,0
30.04.2020,13:26:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:27:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:28:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:29:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:30:00,2,01:00.0,00:00.0,1,0
30.04.2020,13:31:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:32:00,6,01:00.0,00:00.0,2,0
30.04.2020,13:33:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:34:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:35:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:36:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:37:00,3,01:00.0,00:00.0,2,0
30.04.2020,13:38:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:39:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:40:00,1,01:00.0,00:00.0,1,0
30.04.2020,13:41:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:42:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:43:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:44:00,1,01:00.0,00:00.0,1,0
30.04.2020,13:45:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:46:00,1,01:00.0,00:00.0,1,0
30.04.2020,13:47:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:48:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:49:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:50:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:51:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:52:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:53:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:54:00,0,01:00.0,00:00.0,1,0
30.04.2020,13:55:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:56:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:57:00,0,01:00.0,00:00.0,0,0
30.04.2020,13:58:00,4,01:00.0,00:00.0,0,0
30.04.2020,13:59:00,8,01:00.0,00:00.0,3,0
30.04.2020,14:00:00,5,01:00.0,00:00.0,3,0
30.04.2020,14:01:00,0,01:00.0,00:00.0,1,0
30.04.2020,14:02:00,4,01:00.0,00:00.0,0,0
30.04.2020,14:03:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:04:00,6,01:00.0,00:00.0,3,0
30.04.2020,14:05:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:06:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:07:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:08:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:09:00,1,01:00.0,00:00.0,1,0
30.04.2020,14:10:00,25,01:00.0,00:00.0,8,0
30.04.2020,14:11:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:12:00,1,01:00.0,00:00.0,1,0
30.04.2020,14:13:00,18,01:00.0,00:00.0,7,0
30.04.2020,14:14:00,23,01:00.0,00:00.0,5,0
30.04.2020,14:15:00,7,01:00.0,00:00.0,2,0
30.04.2020,14:16:00,9,01:00.0,00:00.0,3,0
30.04.2020,14:17:00,7,00:54.0,00:06.0,3,2
30.04.2020,14:18:00,3,01:00.0,00:00.0,1,0
30.04.2020,14:19:00,9,01:00.0,00:00.0,5,0
30.04.2020,14:20:00,11,01:00.0,00:00.0,4,0
30.04.2020,14:21:00,30,01:00.0,00:00.0,9,0
30.04.2020,14:22:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:23:00,4,01:00.0,00:00.0,2,0
30.04.2020,14:24:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:25:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:26:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:27:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:28:00,1,01:00.0,00:00.0,1,0
30.04.2020,14:29:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:30:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:31:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:32:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:33:00,3,01:00.0,00:00.0,1,0
30.04.2020,14:34:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:35:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:36:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:37:00,2,01:00.0,00:00.0,1,0
30.04.2020,14:38:00,43,01:00.0,00:00.0,11,0
30.04.2020,14:39:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:40:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:41:00,8,01:00.0,00:00.0,4,0
30.04.2020,14:42:00,4,01:00.0,00:00.0,3,0
30.04.2020,14:43:00,4,01:00.0,00:00.0,1,0
30.04.2020,14:44:00,25,01:00.0,00:00.0,6,0
30.04.2020,14:45:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:46:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:47:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:48:00,4,01:00.0,00:00.0,2,0
30.04.2020,14:49:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:50:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:51:00,4,01:00.0,00:00.0,2,0
30.04.2020,14:52:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:53:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:54:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:55:00,2,01:00.0,00:00.0,3,0
30.04.2020,14:56:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:57:00,0,01:00.0,00:00.0,0,0
30.04.2020,14:58:00,1,01:00.0,00:00.0,1,0
30.04.2020,14:59:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:00:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:01:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:02:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:03:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:04:00,5,01:00.0,00:00.0,4,0
30.04.2020,15:05:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:06:00,5,01:00.0,00:00.0,3,0
30.04.2020,15:07:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:08:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:09:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:10:00,1,01:00.0,00:00.0,1,0
30.04.2020,15:11:00,2,01:00.0,00:00.0,1,0
30.04.2020,15:12:00,29,01:00.0,00:00.0,10,0
30.04.2020,15:13:00,45,01:00.0,00:00.0,9,0
30.04.2020,15:14:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:15:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:16:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:17:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:18:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:19:00,19,01:00.0,00:00.0,8,0
30.04.2020,15:20:00,10,01:00.0,00:00.0,4,0
30.04.2020,15:21:00,2,01:00.0,00:00.0,1,0
30.04.2020,15:22:00,24,01:00.0,00:00.0,9,0
30.04.2020,15:23:00,3,01:00.0,00:00.0,2,0
30.04.2020,15:24:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:25:00,1,01:00.0,00:00.0,1,0
30.04.2020,15:26:00,0,01:00.0,00:00.0,0,0
30.04.2020,15:27:00,1,01:00.0,00:00.0,2,0
30.04.2020,15:28:00,25,01:00.0,00:00.0,7,0
30.04.2020,15:29:00,93,01:00.0,00:00.0,8,0
30.04.2020,15:30:00,58,01:00.0,00:00.0,11,0
30.04.2020,15:31:00,16,01:00.0,00:00.0,7,0
30.04.2020,15:32:00,12,01:00.0,00:00.0,2,0
30.04.2020,15:33:00,9,00:57.0,00:03.0,5,2
30.04.2020,15:34:00,8,00:13.0,00:47.0,1,1
30.04.2020,15:35:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:36:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:37:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:38:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:39:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:40:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:41:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:42:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:43:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:44:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:45:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:46:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:47:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:48:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:49:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:50:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:51:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:52:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:53:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:54:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:55:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:56:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:57:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:58:00,0,00:00.0,01:00.0,0,0
30.04.2020,15:59:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:00:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:01:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:02:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:03:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:04:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:05:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:06:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:07:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:08:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:09:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:10:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:11:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:12:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:13:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:14:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:15:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:16:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:17:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:18:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:19:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:20:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:21:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:22:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:23:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:24:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:25:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:26:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:27:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:28:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:29:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:30:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:31:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:32:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:33:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:34:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:35:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:36:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:37:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:38:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:39:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:40:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:41:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:42:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:43:00,19,00:48.0,00:12.0,1,0
30.04.2020,16:44:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:45:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:46:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:47:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:48:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:49:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:50:00,0,01:00.0,00:00.0,0,0
30.04.2020,16:51:00,11,01:00.0,00:00.0,6,0
30.04.2020,16:52:00,12,00:13.0,00:47.0,1,1
30.04.2020,16:53:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:54:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:55:00,1,00:00.0,01:00.0,0,0
30.04.2020,16:56:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:57:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:58:00,0,00:00.0,01:00.0,0,0
30.04.2020,16:59:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:00:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:01:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:02:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:03:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:04:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:05:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:06:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:07:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:08:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:09:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:10:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:11:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:12:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:13:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:14:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:15:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:16:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:17:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:18:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:19:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:20:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:21:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:22:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:23:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:24:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:25:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:26:00,0,00:00.0,01:00.0,0,0
30.04.2020,17:27:00,3,00:00.0,01:00.0,0,0
30.04.2020,17:28:00,43,00:04.0,00:56.0,1,0
30.04.2020,17:29:00,241,01:00.0,00:00.0,39,0
30.04.2020,17:30:00,234,01:00.0,00:00.0,38,0
30.04.2020,17:31:00,7,01:00.0,00:00.0,3,0
30.04.2020,17:32:00,6,01:00.0,00:00.0,3,0
30.04.2020,17:33:00,21,01:00.0,00:00.0,6,0
30.04.2020,17:34:00,63,01:00.0,00:00.0,15,0
30.04.2020,17:35:00,18,01:00.0,00:00.0,6,0
30.04.2020,17:36:00,4,01:00.0,00:00.0,3,0
30.04.2020,17:37:00,2,01:00.0,00:00.0,1,0
30.04.2020,17:38:00,0,01:00.0,00:00.0,0,0
30.04.2020,17:39:00,11,01:00.0,00:00.0,2,0
30.04.2020,17:40:00,0,01:00.0,00:00.0,0,0
30.04.2020,17:41:00,41,01:00.0,00:00.0,10,0
30.04.2020,17:42:00,12,01:00.0,00:00.0,3,0
30.04.2020,17:43:00,0,01:00.0,00:00.0,0,0
30.04.2020,17:44:00,5,01:00.0,00:00.0,1,0
30.04.2020,17:45:00,36,01:00.0,00:00.0,9,0
30.04.2020,17:46:00,24,01:00.0,00:00.0,3,0
30.04.2020,17:47:00,0,01:00.0,00:00.0,0,0
30.04.2020,17:48:00,7,00:59.0,00:01.0,2,1
30.04.2020,17:49:00,66,01:00.0,00:00.0,14,0
30.04.2020,17:50:00,50,01:00.0,00:00.0,14,0
30.04.2020,17:51:00,3,01:00.0,00:00.0,1,0
30.04.2020,17:52:00,39,01:00.0,00:00.0,8,0
30.04.2020,17:53:00,79,01:00.0,00:00.0,15,0
30.04.2020,17:54:00,1,01:00.0,00:00.0,0,0
30.04.2020,17:55:00,9,01:00.0,00:00.0,4,0
30.04.2020,17:56:00,29,01:00.0,00:00.0,5,0
30.04.2020,17:57:00,116,01:00.0,00:00.0,22,0
30.04.2020,17:58:00,71,01:00.0,00:00.0,15,0
30.04.2020,17:59:00,3,01:00.0,00:00.0,1,0
30.04.2020,18:00:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:01:00,1,01:00.0,00:00.0,1,0
30.04.2020,18:02:00,62,01:00.0,00:00.0,13,0
30.04.2020,18:03:00,37,01:00.0,00:00.0,8,0
30.04.2020,18:04:00,60,01:00.0,00:00.0,12,0
30.04.2020,18:05:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:06:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:07:00,2,01:00.0,00:00.0,2,0
30.04.2020,18:08:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:09:00,20,01:00.0,00:00.0,8,0
30.04.2020,18:10:00,23,01:00.0,00:00.0,6,0
30.04.2020,18:11:00,0,01:00.0,00:00.0,1,0
30.04.2020,18:12:00,15,01:00.0,00:00.0,7,0
30.04.2020,18:13:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:14:00,1,01:00.0,00:00.0,1,0
30.04.2020,18:15:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:16:00,1,01:00.0,00:00.0,1,0
30.04.2020,18:17:00,2,01:00.0,00:00.0,1,0
30.04.2020,18:18:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:19:00,3,01:00.0,00:00.0,2,0
30.04.2020,18:20:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:21:00,4,01:00.0,00:00.0,3,0
30.04.2020,18:22:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:23:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:24:00,1,01:00.0,00:00.0,1,0
30.04.2020,18:25:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:26:00,4,01:00.0,00:00.0,1,0
30.04.2020,18:27:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:28:00,3,01:00.0,00:00.0,3,0
30.04.2020,18:29:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:30:00,1,01:00.0,00:00.0,1,0
30.04.2020,18:31:00,1,01:00.0,00:00.0,0,0
30.04.2020,18:32:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:33:00,1,01:00.0,00:00.0,0,0
30.04.2020,18:34:00,1,01:00.0,00:00.0,0,0
30.04.2020,18:35:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:36:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:37:00,4,01:00.0,00:00.0,2,0
30.04.2020,18:38:00,1,01:00.0,00:00.0,1,0
30.04.2020,18:39:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:40:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:41:00,2,01:00.0,00:00.0,1,0
30.04.2020,18:42:00,0,01:00.0,00:00.0,0,0
30.04.2020,18:43:00,67,01:00.0,00:00.0,19,0
30.04.2020,18:44:00,17,00:59.0,00:01.0,7,1
